PLAYER,POS,GROUP,STATUS,FCHL TEAM,NHL TEAM,AGE,SALARY,BID,PTS,PRIOR FCHL TEAM
Maxim Groshev,D,3,,UFA,TBL,25,0.0,0,5,
Steven Santini,D,3,,UFA,TBL,32,0.0,0,0,
Luke Haymes,F,3,,UFA,TOR,24,0.0,0,0,
Dakota Mermis,D,3,,UFA,TOR,33,0.0,0,0,
Dmitri Simashev,D,A,MINOR,LGN,UTA,22,0.5,0,24,
Maveric Lamoureux,D,3,,UFA,UTA,23,0.0,0,11,
Ty Mueller,F,3,,UFA,VAN,24,0.0,0,5,
Jonas Rondbjerg,F,3,,UFA,VGK,28,0.0,0,7,
Parker Ford,F,3,,UFA,WPG,27,0.0,0,2,
Patrik Laine,F,3,START,BOT,,29,2.3,0,10,
Brendan Brisson,F,C,MINOR,BOT,TOR,25,0.5,0,0,
Ian Moore,F,3,,UFA,ANA,25,0.0,0,8,
Tyson Hinds,D,3,,UFA,ANA,24,0.0,0,16,
Laurent Brossoit,G,3,,UFA,ANA,34,0.0,0,0,
Judd Caulfield,F,3,,UFA,ANA,26,0.0,0,0,
Sean Farrell,F,3,,UFA,ANA,25,0.0,0,0,
James Hamblin,F,3,,UFA,ANA,28,0.0,0,0,
Roger McQueen,F,A,MINOR,LPT,ANA,20,0.7,0,2,
Corey Schueneman,D,3,,UFA,ANA,32,0.0,0,0,
Tomas Suchanek,G,3,,UFA,ANA,24,0.0,0,0,
Jett Woo,D,3,,UFA,ANA,27,0.0,0,0,
Vyacheslav Buteyets,G,3,,UFA,ANA,25,0.0,0,0,
Calle Clang,G,3,,UFA,ANA,25,0.0,0,0,
Artyom Galimov,F,3,,UFA,ANA,28,0.0,0,0,
Michael DiPietro,G,F,MINOR,BOT,BOS,28,0.5,0,31,
Attilio Biasca,F,3,,UFA,BOS,24,0.0,0,0,
Frederic Brunet,D,3,,UFA,BOS,24,0.0,0,7,
Luke Cavallin,G,3,,UFA,BOS,26,0.0,0,0,
Riley Duran,F,3,,UFA,BOS,25,0.0,0,0,
Maxence Guenette,D,3,,UFA,BOS,26,0.0,0,0,
Max Lundgren,G,3,,UFA,BOS,25,0.0,0,0,
Navrin Mutter,F,3,,UFA,BOS,26,0.0,0,0,
Jiri Patera,G,3,,UFA,BOS,28,0.0,0,0,
Billy Sweezey,D,3,,UFA,BOS,31,0.0,0,0,
Kalle Vaisanen,F,3,,UFA,BOS,24,0.0,0,0,
Simon Zajicek,G,3,,UFA,BOS,26,0.0,0,0,
Philip Svedeback,G,3,,UFA,BOS,25,0.0,0,0,
Ryan Walsh,F,3,,UFA,BOS,24,0.0,0,0,
Roman Bychkov,D,3,,UFA,BOS,26,0.0,0,0,
Justin Danforth,F,3,,UFA,BUF,34,0.0,0,12,
Riley Fiddler-Schultz,F,3,,UFA,BUF,25,0.0,0,0,
Zac Funk,F,3,,UFA,BUF,24,0.0,0,0,
Mason Geertsen,F,3,,UFA,BUF,32,0.0,0,0,
Ryan Johnson,D,3,,UFA,BUF,26,0.0,0,2,
Trevor Kuntar,F,3,,UFA,BUF,26,0.0,0,1,
Aidan McDonough,F,3,,UFA,BUF,27,0.0,0,0,
Carson Meyer,F,3,,UFA,BUF,30,0.0,0,0,
Radim Mrtka,D,A,MINOR,LGN,BUF,20,0.5,0,2,
Jason Polin,F,3,,UFA,BUF,28,0.0,0,0,
Jack Rathbone,D,3,,UFA,BUF,28,0.0,0,0,
Matt Villalta,G,3,,UFA,BUF,28,0.0,0,0,
Prokhor Poltapov,F,3,,UFA,BUF,24,0.0,0,0,
Andreas Englund,D,3,,UFA,CGY,31,0.0,0,0,
Dryden Hunt,F,3,,UFA,CGY,31,0.0,0,0,
Rory Kerins,F,3,,UFA,CGY,25,0.0,0,14,
Jake Livingstone,D,3,,UFA,CGY,28,0.0,0,0,
Sam Morton,F,3,,UFA,CGY,28,0.0,0,5,
William Stromgren,F,3,,UFA,CGY,24,0.0,0,1,
Abram Wiebe,D,3,,UFA,CGY,24,0.0,0,3,
Nikita Okhotiuk,D,3,,UFA,CGY,26,0.0,0,0,
Cullen Potter,F,A,MINOR,SRL,CGY,20,0.5,0,0,
Cole Reschny,F,A,MINOR,SHF,CGY,20,0.5,0,0,
Daniil Chechelev,G,3,,UFA,CGY,26,0.0,0,0,
K`Andre Miller,D,3,,UFA,CAR,27,0.0,0,36,
Aleksi Heimosalmi,D,3,,UFA,CAR,24,0.0,0,0,
Juha Jaaska,F,3,,UFA,CAR,29,0.0,0,0,
Bryce Montgomery,D,3,,UFA,CAR,24,0.0,0,0,
Stiven Sardarian,F,3,,UFA,CAR,24,0.0,0,0,
Zach Sawchenko,G,3,,UFA,CAR,29,0.0,0,0,
Ronan Seeley,D,3,,UFA,CAR,25,0.0,0,0,
Juuso Valimaki,D,3,,UFA,CAR,28,0.5,0,0,
Yegor Velmakin,G,3,,UFA,CAR,24,0.0,0,0,
Noel Gunler,F,C,MINOR,BOT,CAR,25,0.5,0,0,
Jayden Perron,F,A,MINOR,BOT,CAR,22,0.5,0,0,
Nikita Guslistov,F,3,,UFA,CAR,25,0.0,0,0,
Yegor Naumov,G,3,,UFA,CAR,24,0.0,0,0,
Stanislav Yarovoi,F,3,,UFA,CAR,24,0.0,0,0,
Dylan Anhorn,D,3,,UFA,CHI,28,0.0,0,0,
Stanislav Berezhnoy,G,3,,UFA,CHI,24,0.0,0,0,
Dillon Boucher,F,3,,UFA,CHI,30,0.0,0,0,
Taige Harding,D,3,,UFA,CHI,25,0.0,0,0,
Connor Mackey,D,3,,UFA,CHI,31,0.0,0,0,
Connor Mylymok,F,3,,UFA,CHI,27,0.0,0,0,
Derrick Pouliot,D,3,,UFA,CHI,33,0.0,0,0,
Ryan Ellis,D,3,,UFA,CHI,36,2.2,0,0,
Zachary L`Heureux,F,3,,UFA,COL,24,0.0,0,16,
Logan O`Connor,F,3,,UFA,COL,31,0.0,0,16,
Wyatt Aamodt,D,3,,UFA,COL,29,0.0,0,0,
Adam Beckman,F,3,,UFA,COL,26,0.0,0,0,
Sean Behrens,D,3,,UFA,COL,24,0.0,0,0,
Domenick Fensore,D,3,,UFA,COL,26,0.0,0,9,
Alex Gagne,D,3,,UFA,COL,25,0.0,0,0,
Cooper Gay,F,3,,UFA,COL,25,0.0,0,0,
T.J. Hughes,F,3,,UFA,COL,25,0.0,0,5,
Fabian Lysell,F,B,MINOR,LGN,COL,24,0.5,0,7,
Taylor Makar,F,3,,UFA,COL,26,0.0,0,2,
Georgii Merkulov,F,3,,UFA,COL,26,0.0,0,4,
Ilya Nabokov,G,B,MINOR,LPT,COL,24,0.5,0,0,
Nikita Prishchepov,F,3,,UFA,COL,23,0.0,0,0,
Gustav Stjernberg,D,3,,UFA,COL,24,0.0,0,0,
Christian Wolanin,D,3,,UFA,COL,32,0.0,0,0,
Sampo Ranta,F,3,,UFA,COL,27,0.0,0,0,
Andrei Buyalsky,F,3,,UFA,COL,27,0.0,0,0,
Shamil Shmakov,G,3,,UFA,COL,28,0.0,0,0,
Riley Bezeau,F,3,,UFA,CBJ,25,0.0,0,0,
Boston Buckberger,D,3,,UFA,CBJ,24,0.0,0,0,
Corson Ceulemans,D,3,,UFA,CBJ,24,0.0,0,0,
Pheonix Copley,G,3,,UFA,CBJ,35,0.7,0,4,
Jordan Dumais,F,A,MINOR,BOT,CBJ,23,0.5,0,0,
Josh Eernisse,F,3,,UFA,CBJ,25,0.0,0,0,
Caleb MacDonald,D,3,,UFA,CBJ,24,0.0,0,0,
James Malatesta,F,3,,UFA,CBJ,24,0.0,0,0,
Max McCue,F,3,,UFA,CBJ,24,0.0,0,0,
Guillaume Richard,D,3,,UFA,CBJ,24,0.0,0,0,
Owen Sillinger,F,3,,UFA,CBJ,29,0.0,0,0,
Luke Tuch,F,3,,UFA,CBJ,25,0.0,0,0,
Jack Williams,F,3,,UFA,CBJ,25,0.0,0,0,
Cayden Lindstrom,F,A,MINOR,JHN,CBJ,21,0.8,0,0,
Sergei Ivanov,G,A,MINOR,BOT,CBJ,23,0.5,0,0,
Nikolai Makarov,D,3,,UFA,CBJ,24,0.0,0,0,
Jack Anderson,D,3,,UFA,DAL,24,0.0,0,0,
Kyle Burroughs,D,3,,UFA,DAL,32,0.0,0,0,
Justin Ertel,F,3,,UFA,DAL,24,0.0,0,0,
Christian Fitzgerald,F,3,,UFA,DAL,25,0.0,0,0,
Brandon Halverson,G,3,,UFA,DAL,31,0.0,0,0,
Luke Krys,D,3,,UFA,DAL,26,0.0,0,0,
Ayrton Martino,F,3,,UFA,DAL,24,0.0,0,0,
Remi Poirier,G,3,,UFA,DAL,25,0.0,0,0,
Connor Punnett,D,3,,UFA,DAL,24,0.0,0,0,
Harrison Scott,F,3,,UFA,DAL,26,0.0,0,0,
Artem Shlaine,F,3,,UFA,DAL,25,0.0,0,0,
Trey Taylor,D,3,,UFA,DAL,25,0.0,0,0,
Arno Tiefensee,G,3,,UFA,DAL,25,0.0,0,0,
Ronnie Attard,D,3,,UFA,DET,28,0.5,0,0,
Trey Augustine,G,A,MINOR,JHN,DET,22,0.5,0,0,
Carter Bear,F,A,MINOR,SRL,DET,20,0.5,0,0,
Shai Buium,D,3,,UFA,DET,24,0.0,0,0,
Cameron Butler,F,3,,UFA,DET,25,0.0,0,0,
Sheldon Dries,F,3,,UFA,DET,33,0.0,0,0,
Carter Gylander,G,3,,UFA,DET,26,0.0,0,0,
William Lagesson,D,3,,UFA,DET,31,0.0,0,0,
Carter Mazur,F,3,,UFA,DET,25,0.0,0,5,
Sutter Muzzatti,F,3,,UFA,DET,24,0.0,0,0,
Michal Postava,G,3,,UFA,DET,25,0.0,0,0,
Theo Rochette,F,3,,UFA,DET,25,0.0,0,0,
Chase Stillman,F,3,,UFA,DET,24,0.0,0,0,
William Wallinder,D,3,,UFA,DET,25,0.0,0,7,
Eemil Viro,D,3,,UFA,DET,25,0.0,0,0,
Devon Levi,G,C,MINOR,SHF,EDM,25,0.5,0,50,
Joshua Brown,D,3,,UFA,EDM,33,0.0,0,0,
Damien Carfagna,D,3,,UFA,EDM,24,0.0,0,0,
Atro Leppanen,D,3,,UFA,EDM,28,0.0,0,5,
Viljami Marjala,F,3,,UFA,EDM,24,0.0,0,0,
Owen Michaels,F,3,,UFA,EDM,25,0.0,0,0,
Aku Raty,F,3,,UFA,EDM,26,0.0,0,0,
James Stefan,F,3,,UFA,EDM,24,0.0,0,0,
Riley Stillman,D,3,,UFA,EDM,29,0.0,0,0,
Matt Tomkins,G,3,,UFA,EDM,33,0.0,0,0,
Eduards Tralmaks,F,3,,UFA,EDM,30,0.0,0,0,
Connor Ungar,G,3,,UFA,EDM,25,0.0,0,0,
Roby Jarventie,F,3,,UFA,EDM,25,0.0,0,0,
Maksim Berezkin,F,3,,UFA,EDM,25,0.0,0,0,
Maxim Denezhkin,F,3,,UFA,EDM,26,0.0,0,0,
Aleksander Barkov,F,3,START,VPP,FLA,32,5.5,0,78,
Dmitry Kulikov,D,3,,UFA,FLA,36,0.0,0,16,
Cooper Black,G,3,,UFA,FLA,26,0.0,0,0,
MacKenzie Entwistle,F,3,,UFA,FLA,28,0.0,0,0,
Casey Fitzgerald,D,3,,UFA,FLA,30,0.0,0,0,
Kirill Gerasimyuk,G,3,,UFA,FLA,24,0.0,0,0,
Bokondji Imama,F,3,,UFA,FLA,31,0.0,0,0,
Alexander Petrovic,D,3,,UFA,FLA,35,0.0,0,3,
Vladislav Lukashevich,D,3,,UFA,FLA,24,0.0,0,0,
Erik Gustafsson,D,3,,UFA,LAK,35,0.8,0,20,
Martin Chromiak,F,3,,UFA,LAK,25,0.0,0,4,
Kenny Connors,F,3,,UFA,LAK,24,0.0,0,2,
Carter George,G,A,MINOR,BOT,LAK,21,0.5,0,0,
Cole Guttman,F,3,,UFA,LAK,28,0.0,0,0,
Joe Hicketts,D,3,,UFA,LAK,31,0.0,0,0,
Aatu Jamsen,F,3,,UFA,LAK,25,0.0,0,0,
Jan Jenik,F,3,,UFA,LAK,27,0.5,0,0,
Kirill Kirsanov,D,3,,UFA,LAK,24,0.0,0,2,
Kaleb Lawrence,F,3,,UFA,LAK,24,0.0,0,0,
Lane Pederson,F,3,,UFA,LAK,30,0.0,0,0,
Scott Perunovich,D,2,START,LPT,LAK,29,0.6,0,0,
Francesco Pinelli,F,3,,UFA,LAK,24,0.0,0,0,
Erik Portillo,G,3,,UFA,LAK,27,0.0,0,4,
Grant Slukynsky,F,3,,UFA,LAK,25,0.0,0,0,
Hampton Slukynsky,G,A,MINOR,BOT,LAK,22,0.5,0,0,
Braden Doyle,D,3,,UFA,LAK,26,0.0,0,0,
Bulat Shafigullin,F,3,,UFA,LAK,27,0.0,0,0,
Maxim Shabanov,F,3,START,SHF,MIN,26,0.5,0,39,
Caedan Bankier,F,3,,UFA,MIN,24,0.0,0,0,
Ben Dexheimer,D,3,,UFA,MIN,25,0.0,0,0,
Dylan Gambrell,F,3,,UFA,MIN,31,0.0,0,0,
Riley Heidt,F,A,MINOR,JHN,MIN,22,0.5,0,0,
Jagger Joshua,F,3,,UFA,MIN,28,0.0,0,0,
Carson Lambos,D,3,,UFA,MIN,24,0.0,0,4,
Jack Peart,D,3,,UFA,MIN,24,0.0,0,0,
Roman Schmidt,D,3,,UFA,MIN,24,0.0,0,0,
Mason Shaw,F,3,,UFA,MIN,28,0.0,0,0,
David Spacek,D,3,,UFA,MIN,24,0.0,0,1,
Nate Benoit,D,3,,UFA,MIN,24,0.0,0,0,
Aaron Pionk,D,3,,UFA,MIN,24,0.0,0,0,
Matvey Guskov,F,3,,UFA,MIN,26,0.0,0,0,
Alex Belzile,F,3,,UFA,MTL,36,0.0,0,0,
Brett Berard,F,3,,UFA,MTL,25,0.0,0,17,
Lucas Condotta,F,3,,UFA,MTL,29,0.0,0,0,
Kaapo Kahkonen,G,3,,UFA,MTL,31,0.5,0,0,
Hunter McKown,F,3,,UFA,MTL,25,0.0,0,0,
Luke Mittelstadt,D,3,,UFA,MTL,24,0.0,0,0,
Sasha Pastujov,F,3,,UFA,MTL,24,0.0,0,4,
Sam Poulin,F,3,,UFA,MTL,26,0.5,0,2,
Ethan Samson,D,3,,UFA,MTL,24,0.0,0,0,
Maksymilian Szuber,D,3,,UFA,MTL,25,0.0,0,0,
Reilly Walsh,D,3,,UFA,MTL,28,0.0,0,0,
Michael Hage,F,A,MINOR,SRL,MTL,21,0.5,0,0,
Jack Smith,F,3,,UFA,MTL,25,0.0,0,0,
Alexander Gordin,F,3,,UFA,MTL,26,0.0,0,0,
Bogdan Konyushkov,D,3,,UFA,MTL,24,0.0,0,0,
Dmitri Kostenko,D,3,,UFA,MTL,24,0.0,0,0,
Daniil Sobolev,D,3,,UFA,MTL,24,0.0,0,0,
Ryan O`Reilly,F,3,,UFA,NSH,36,0.0,0,67,
Chase Bradley,F,3,,UFA,NSH,25,0.0,0,0,
Jake Lucchini,F,3,,UFA,NSH,32,0.0,0,0,
Tanner Molendyk,D,A,MINOR,SRL,NSH,22,0.5,0,2,
Matt Murray,G,3,,UFA,NSH,29,0.0,0,0,
Cole O`Hara,F,3,,UFA,NSH,25,0.0,0,3,
Vitali Pinchuk,F,3,,UFA,NSH,25,0.0,0,36,
Isak Posch,G,3,,UFA,NSH,25,0.0,0,0,
Hunter Skinner,D,3,,UFA,NSH,26,0.0,0,0,
Ben Strinden,F,3,,UFA,NSH,25,0.0,0,0,
Ryker Lee,F,A,MINOR,JHN,NSH,20,0.5,0,0,
Teddy Stiga,F,A,MINOR,VPP,NSH,21,0.5,0,0,
Semyon Chistyakov,D,3,,UFA,NSH,26,0.0,0,0,
Seamus Casey,D,3,,UFA,NJD,23,0.0,0,10,
Mikael Diotte,D,3,,UFA,NJD,24,0.0,0,0,
Ethan Edwards,D,3,,UFA,NJD,25,0.0,0,0,
Jeremy Hanzel,D,3,,UFA,NJD,24,0.0,0,0,
Shane Lachance,F,3,,UFA,NJD,24,0.0,0,0,
Amadeus Lombardi,F,3,,UFA,NJD,24,0.0,0,21,
Jakub Malek,G,3,,UFA,NJD,25,0.0,0,0,
Marc McLaughlin,F,3,,UFA,NJD,28,0.0,0,0,
Xavier Parent,F,3,,UFA,NJD,26,0.0,0,0,
Anton Silayev,D,A,MINOR,GVR,NJD,21,0.5,0,0,
Ben Steeves,F,3,,UFA,NJD,25,0.0,0,0,
Topias Vilen,D,3,,UFA,NJD,24,0.0,0,2,
Colin White,F,3,,UFA,NJD,30,0.0,0,0,
Samu Salminen,F,3,,UFA,NJD,24,0.0,0,0,
Mikhail Yegorov,G,A,MINOR,LPT,NJD,21,0.5,0,0,
Viktor Hurtig,D,3,,UFA,NJD,25,0.0,0,0,
Semyon Varlamov,G,3,,UFA,NYI,39,0.5,0,18,
Ethan Bear,D,3,,UFA,NYI,30,0.0,0,0,
Cole Eiserman,F,A,MINOR,LGN,NYI,21,0.5,0,0,
Pierre Engvall,F,3,,UFA,NYI,31,0.0,0,0,
Liam Foudy,F,3,,UFA,NYI,27,0.0,0,0,
Alex Jefferies,F,3,,UFA,NYI,25,0.0,0,0,
Joshua Kotai,G,3,,UFA,NYI,24,0.0,0,0,
Daylan Kuefler,F,3,,UFA,NYI,25,0.0,0,0,
Joey Larson,F,3,,UFA,NYI,26,0.0,0,0,
Henrik Tikkanen,G,3,,UFA,NYI,26,0.0,0,0,
Gleb Veremyev,F,3,,UFA,NYI,24,0.0,0,0,
Tomas Machu,D,3,,UFA,NYI,24,0.0,0,0,
Dmitri Gamzin,G,3,,UFA,NYI,24,0.0,0,0,
Marc Del Gaizo,D,3,,UFA,NYR,27,0.0,0,0,
Justin Dowling,F,3,,UFA,NYR,36,0.0,0,0,
Glenn Gawdin,F,3,,UFA,NYR,30,0.0,0,0,
Liam Greentree,F,A,MINOR,VPP,NYR,21,0.5,0,0,
Brody Lamb,F,3,,UFA,NYR,24,0.0,0,0,
Aidan Thompson,F,3,,UFA,NYR,25,0.0,0,0,
William Trudeau,D,3,,UFA,NYR,24,0.0,0,0,
Karl Henriksson,F,3,,UFA,NYR,26,0.0,0,0,
Lauri Pajuniemi,F,3,,UFA,NYR,28,0.0,0,0,
Eskild Bakke Olsen,F,3,,UFA,OTT,25,0.0,0,0,
Samuel Bolduc,D,3,,UFA,OTT,26,0.0,0,0,
Tyler Boucher,F,3,,UFA,OTT,24,0.0,0,0,
Xavier Bourgault,F,B,MINOR,GVR,OTT,24,0.5,0,3,
Philippe Daoust,F,3,,UFA,OTT,25,0.0,0,0,
Hayden Hodgson,F,3,,UFA,OTT,31,0.0,0,0,
Christian Kyrou,D,A,MINOR,GVR,OTT,23,0.5,0,0,
Ryan Suzuki,F,3,,UFA,OTT,26,0.0,0,0,
Djibril Toure,D,3,,UFA,OTT,24,0.0,0,0,
David Jiricek,D,A,MINOR,VPP,PHI,23,0.5,0,10,
Zachary Aston-Reese,F,3,,UFA,PHI,33,0.0,0,6,
Cam Dineen,D,3,,UFA,PHI,29,0.0,0,0,
Jacob Gaucher,F,3,,UFA,PHI,26,0.0,0,0,
Helge Grans,D,3,,UFA,PHI,25,0.0,0,0,
Danila Klimovich,F,3,,UFA,PHI,24,0.0,0,0,
Aleksei Kolosov,G,C,MINOR,BOT,PHI,25,0.5,0,2,
Jett Luchanko,F,A,MINOR,LPT,PHI,21,0.5,0,1,
Ty Murchison,D,3,,UFA,PHI,24,0.0,0,1,
Jack Studnicka,F,3,,UFA,PHI,28,0.0,0,0,
Riley Thompson,F,3,,UFA,PHI,25,0.0,0,0,
Jack Nesbitt,F,A,MINOR,SHF,PHI,20,0.5,0,0,
Egor Zavragin,G,A,MINOR,GVR,PHI,22,0.5,0,0,
Joel Blomqvist,G,C,MINOR,BOT,PIT,25,0.5,0,0,
Tristan Broz,F,3,,UFA,PIT,24,0.0,0,2,
Taylor Gauthier,G,3,,UFA,PIT,26,0.0,0,0,
David Gustafsson,F,3,,UFA,PIT,27,0.0,0,0,
Philip Kemp,D,3,,UFA,PIT,28,0.0,0,0,
Daniel Laatsch,D,3,,UFA,PIT,25,0.0,0,0,
Oliver Okuliar,F,3,,UFA,PIT,27,0.0,0,0,
Owen Pickering,D,3,,UFA,PIT,23,0.0,0,5,
Bill Zonnon,F,A,MINOR,JHN,PIT,20,0.5,0,0,
Alexander Alexeyev,D,3,,UFA,PIT,27,0.0,0,0,
Kirill Tankov,F,3,,UFA,PIT,25,0.0,0,0,
Alex Wennberg,F,3,,UFA,SJS,32,0.0,0,47,
Nolan Allan,D,3,,UFA,SJS,24,0.0,0,0,
Tye Felhaber,F,3,,UFA,SJS,29,0.0,0,0,
Andre Gasseau,F,3,,UFA,SJS,24,0.0,0,0,
Libor Hajek,D,3,,UFA,SJS,29,0.0,0,0,
Jimmy Huntington,F,3,,UFA,SJS,28,0.0,0,0,
Kyle Keyser,G,3,,UFA,SJS,28,0.0,0,0,
Brett Leason,F,3,,UFA,SJS,28,0.0,0,4,
Cam Lund,F,3,,UFA,SJS,23,0.0,0,0,
Quentin Musty,F,A,MINOR,LGN,SJS,22,0.5,0,0,
Martin Kaut,F,3,,UFA,SJS,27,0.0,0,0,
Yegor Spiridonov,F,3,,UFA,SJS,26,0.0,0,0,
Logan Couture,F,3,,UFA,SJS,38,1.3,0,0,
Frederick Gaudreau,F,3,,UFA,SEA,34,0.0,0,24,
Jon-Randall Avon,F,3,,UFA,SEA,24,0.0,0,0,
Jagger Firkus,F,A,MINOR,BOT,SEA,23,0.5,0,4,
John Hayden,F,3,,UFA,SEA,32,0.0,0,0,
Logan Morrison,F,3,,UFA,SEA,25,0.0,0,0,
Victor Ostman,G,3,,UFA,SEA,26,0.0,0,0,
Ville Ottavainen,D,3,,UFA,SEA,25,0.0,0,0,
Lleyton Roed,F,3,,UFA,SEA,25,0.0,0,0,
Eduard Sale,F,A,MINOR,LPT,SEA,22,0.5,0,0,
Peetro Seppala,D,3,,UFA,SEA,27,0.0,0,0,
Semyon Vyazovoi,G,3,,UFA,SEA,24,0.0,0,0,
Justin Carbonneau,F,A,MINOR,LGN,STL,20,0.5,0,2,
Will Cranley,G,3,,UFA,STL,25,0.0,0,0,
Zach Dean,F,3,,UFA,STL,24,0.0,0,0,
Dillon Dube,F,3,,UFA,STL,29,0.0,0,20,
Marc-Andre Gaudet,D,3,,UFA,STL,24,0.0,0,0,
Dylan Peterson,F,3,,UFA,STL,25,0.0,0,0,
Simon Robertsson,F,3,,UFA,STL,24,0.0,0,0,
Georgi Romanov,G,3,,UFA,STL,27,0.0,0,0,
Calle Rosen,D,3,,UFA,STL,33,0.0,0,0,
Felix Trudeau,F,3,,UFA,STL,24,0.0,0,0,
Mikhail Abramov,F,3,,UFA,STL,26,0.0,0,0,
Leo Loof,D,3,,UFA,STL,25,0.0,0,0,
Dmitri Buchelnikov,F,3,,UFA,STL,24,0.0,0,0,
Ivan Vorobyov,F,3,,UFA,STL,25,0.0,0,0,
Torey Krug,D,3,,UFA,STL,36,1.1,0,0,
Charle-Edouard D`Astous,D,3,,UFA,TBL,29,0.0,0,27,
Nick Abruzzese,F,3,,UFA,TBL,28,0.0,0,0,
Tristan Allard,F,3,,UFA,TBL,25,0.0,0,0,
Michael Callahan,D,3,,UFA,TBL,27,0.0,0,0,
Dylan Duke,F,3,,UFA,TBL,24,0.0,0,1,
Cooper Flinton,F,3,,UFA,TBL,24,0.0,0,0,
Connor Kurth,F,3,,UFA,TBL,24,0.0,0,0,
Simon Lundmark,D,3,,UFA,TBL,26,0.0,0,0,
Lucas Mercuri,F,3,,UFA,TBL,25,0.0,0,0,
Jakob Pelletier,F,3,,UFA,TBL,26,0.5,0,4,
Olivier Rodrigue,G,3,,UFA,TBL,27,0.0,0,0,
Milo Roelens,F,3,,UFA,TBL,24,0.0,0,0,
Hugo Alnefelt,G,D,MINOR,BOT,TBL,26,0.5,0,0,
Jack Harvey,F,3,,UFA,TBL,24,0.0,0,0,
Klavs Veinbergs,F,3,,UFA,TBL,24,0.0,0,0,
Daniil Pylenkov,D,3,,UFA,TBL,26,0.0,0,0,
Mikhail Shalagin,F,3,,UFA,TBL,28,0.0,0,0,
Artur Akhtyamov,G,3,,UFA,TOR,25,0.0,0,2,
Brandon Buhr,F,3,,UFA,TOR,25,0.0,0,0,
Samuel Hlavaj,G,3,,UFA,TOR,26,0.0,0,0,
Vinni Lettieri,F,3,,UFA,TOR,32,0.0,0,0,
Zack MacEwen,F,3,,UFA,TOR,31,3.2,0,1,
Cole McWard,D,3,,UFA,TOR,26,0.0,0,0,
Michael Pezzetta,F,3,,UFA,TOR,29,0.0,0,0,
Marshall Rifai,D,3,,UFA,TOR,29,0.0,0,0,
Henrik Rybinski,F,3,,UFA,TOR,26,0.0,0,0,
Ryan Tverberg,F,3,,UFA,TOR,25,0.0,0,0,
William Villeneuve,D,3,,UFA,TOR,25,0.0,0,4,
Cade Webber,D,3,,UFA,TOR,26,0.0,0,0,
Semyon Der-Arguchintsev,F,3,,UFA,TOR,27,0.0,0,0,
Roni Hirvonen,F,3,,UFA,TOR,25,0.0,0,0,
Topi Niemela,D,C,MINOR,LPT,TOR,25,0.5,0,0,
Semyon Kizimov,F,3,,UFA,TOR,27,0.0,0,0,
Liam O`Brien,F,3,,UFA,UTA,33,0.0,0,3,
Sebastian Cossa,G,B,MINOR,GVR,UTA,24,0.6,0,31,
Caleb Desnoyers,F,A,MINOR,LGN,UTA,20,0.8,0,0,
Cameron Hebig,F,3,,UFA,UTA,30,0.0,0,0,
Michael Hrabal,G,A,MINOR,LPT,UTA,22,0.5,0,0,
Tij Iginla,F,A,MINOR,LPT,UTA,21,0.7,0,31,
Zac Jones,D,3,,UFA,UTA,26,0.0,0,0,
Sam Lipkin,F,3,,UFA,UTA,24,0.0,0,0,
Ben McCartney,F,3,,UFA,UTA,26,0.0,0,0,
Montana Onyebuchi,D,3,,UFA,UTA,27,0.0,0,0,
Joshua Roy,F,3,,UFA,UTA,24,0.0,0,6,
Jaxson Stauber,G,3,,UFA,UTA,28,0.0,0,0,
Ilya Fedotov,F,3,,UFA,UTA,24,0.0,0,0,
Danil Savunov,F,3,,UFA,UTA,26,0.0,0,0,
Drew O`Connor,F,3,,UFA,VAN,29,0.0,0,30,
Guillaume Brisebois,D,3,,UFA,VAN,30,0.0,0,0,
Cole Clayton,D,3,,UFA,VAN,27,0.0,0,0,
Trey Fix-Wolansky,F,3,,UFA,VAN,28,0.0,0,0,
Aku Koskenvuo,G,3,,UFA,VAN,24,0.0,0,0,
Anri Ravinskis,F,3,,UFA,VAN,24,0.0,0,0,
Ilya Safonov,F,3,,UFA,VAN,26,0.0,0,0,
Jimmy Schuldt,D,3,,UFA,VAN,32,0.0,0,0,
Matt Stienburg,F,3,,UFA,VAN,26,0.0,0,0,
Akil Thomas,F,3,,UFA,VAN,27,0.0,0,0,
Jack Thompson,D,3,,UFA,VAN,25,0.0,0,0,
Chase Wouters,F,3,,UFA,VAN,27,0.0,0,0,
Trevor Connelly,F,A,MINOR,LGN,VGK,21,0.5,0,25,
Dylan Coghlan,D,3,,UFA,VGK,29,0.0,0,1,
Alex Pietrangelo,D,3,,UFA,VGK,37,0.0,0,0,
Lukas Cormier,D,C,MINOR,ZSK,VGK,25,0.5,0,0,
Jeremy Davies,D,3,,UFA,VGK,30,0.0,0,0,
Jakub Demek,F,3,,UFA,VGK,24,0.0,0,0,
Noah Ellis,D,3,,UFA,VGK,25,0.0,0,0,
Joe Fleming,F,3,,UFA,VGK,24,0.0,0,0,
Adam Ginning,D,3,,UFA,VGK,27,0.0,0,1,
Jackson Hallum,F,3,,UFA,VGK,25,0.0,0,0,
Ville Heinola,D,3,,UFA,VGK,26,0.5,0,4,
Raphael Lavoie,F,3,,UFA,VGK,26,0.0,0,2,
Jaycob Megna,D,3,,UFA,VGK,34,0.0,0,1,
