PLAYER,POS,GROUP,STATUS,FCHL TEAM,NHL TEAM,AGE,SALARY,BID,PTS,PRIOR FCHL TEAM
Danila Yurov,F,A,MINOR,SRL,MIN,21,0.5,0,37,
Sammy Blais,F,3,,UFA,MTL,29,0,0,6,
Jacob Fowler,G,A,MINOR,LGN,MTL,20,0.6,0,0,
Kaapo Kahkonen,G,3,,UFA,MTL,29,0,0,4,
Michael Hage,F,A,MINOR,SRL,MTL,19,0.5,0,0,
Thomas Bordeleau,F,B,MINOR,ZSK,NJD,23,0.5,0,18,
Kurtis Macdermid,F,3,,UFA,NJD,31,0,0,3,
Teddy Stiga,F,A,MINOR,VPP,NSH,19,0.5,0,0,
Mikhail Yegorov,G,A,MINOR,LPT,NJD,19,0.5,0,0,
Ethan Bear,D,3,,UFA,NYI,28,0,0,8,
Liam Foudy,F,3,,UFA,NYI,25,0,0,16,
Anton Silayev,D,A,MINOR,GVR,NJD,19,0.5,0,0,
Maxim Shabanov,F,3,,UFA,NYI,24,0,0,49,
Cole Eiserman,F,A,MINOR,LGN,NYI,19,0.5,0,0,
Brendan Brisson,F,B,MINOR,BOT,NYR,23,0.5,0,12,
Dylan Garand,G,B,MINOR,LPT,NYR,23,0.5,0,0,
Gabe Perreault,F,A,MINOR,BOT,NYR,20,0.5,0,40,
Xavier Bourgault,F,A,MINOR,GVR,OTT,22,0.5,0,0,
Noah Juulsen,D,3,,UFA,PHI,28,0,0,5,
Sebastian Aho (D),D,3,,UFA,PIT,29,0,0,11,
Alexander Alexeyev,D,3,,UFA,PIT,25,0,0,6,
Caleb Jones,D,3,,UFA,PIT,28,0,0,11,
Egor Afanasyev,F,3,,UFA,SJS,24,0,0,18,
Jakub Skarek,G,3,,UFA,SJS,25,0,0,0,
Nikke Kokko,G,A,MINOR,BOT,SEA,21,0.5,0,0,
Berkly Catton,F,A,MINOR,LGN,SEA,19,0.8,0,0,
Ben Meyers,F,3,,UFA,SEA,26,0,0,7,
Jagger Firkus,F,A,MINOR,BOT,SEA,21,0.5,0,0,
Nikita Alexandrov,F,3,,UFA,STL,24,0,0,13,
Colten Ellis,G,3,,UFA,STL,24,0,0,2,
Hugo Alnefelt,G,C,MINOR,BOT,TBL,24,0.5,0,0,
Travis Boyd,F,3,,UFA,TOR,32,0,0,24,
Michael Pezzetta,F,3,,UFA,TOR,27,0,0,8,
Topi Niemela,D,B,MINOR,LPT,TOR,23,0.5,0,0,
Michael Hrabal,G,A,MINOR,LPT,UTA,20,0.5,0,0,
Tij Iginla,F,A,MINOR,LPT,UTA,19,0.7,0,0,
Dmitri Simashev,D,A,MINOR,LGN,UTA,20,0.5,0,0,
Evander Kane,F,3,,UFA,VAN,34,0,0,44,
Vitali Kravtsov,F,3,,UFA,VAN,25,0,0,27,
Carl Lindbom,G,A,MINOR,SHF,VGK,22,0.5,0,0,
Jonas Rondbjerg,F,3,,UFA,VGK,26,0,0,5,
Andrew Cristall,F,A,MINOR,BOT,WSH,20,0.5,0,0,
Sonny Milano,F,3,,UFA,WSH,29,0,0,32,
Colby Barlow,F,A,MINOR,VPP,WPG,20,0.5,0,0,
Jonathan Toews,F,3,,UFA,WPG,37,0,0,34,
Chaz Lucius,F,A,MINOR,VPP,,22,0.5,0,0,
Ilya Konovalov,G,F,MINOR,GVR,,27,0.5,0,0,
Ian Scott,G,E,MINOR,HSM,,26,0.5,0,0,
